stage,timepoint,radius,norm_height,angle_degrees,thickness,phh3,Curvature,Gauss_Curvature,Mean_Curvature,K1,K2
hh17,2025-09-18-13-02,107.3363770701256,0.9913985836047507,150.73179158687992,28.02001213722644,53.67103,3.25794910767853e-05,4.359444886889331e-05,0.006804209912068,0.0086424786126593,0.0049659412114767
hh17,2025-09-18-13-02,204.12026048844925,0.5624584249961706,101.3756060511389,60.63410055169391,64.11742,8.884952082370796e-06,3.054053303921601e-06,0.0035466705171211,0.0065698821392139,0.0005234588950282
hh17,2025-09-18-13-02,220.12177806930617,0.5441735141482468,111.78407490981442,60.58374212663389,57.432484,1.176728991013726e-05,6.135787385015601e-06,0.0037926730635058,0.0066401285547195,0.000945217572292
hh17,2025-09-18-13-02,213.3103050307572,0.526954766205461,98.42288224378365,50.80879047174933,61.005917,9.026208808364284e-06,6.758028092653722e-06,0.0034300897018059,0.0056556543637037,0.0012045250399081
hh17,2025-09-18-13-02,129.23954534306475,0.0259057939492647,-152.33485391187062,131.79171245699968,69.541405,1.0799320865354483e-05,-8.866667159523416e-07,-1.5866543350178652e-05,0.0011195411345188,-0.0011512742212191
hh17,2025-09-18-13-02,85.11462688906835,0.0572753586725148,177.19102835164188,87.9812123136471,87.17976,1.7055040346856625e-05,-2.5288333399221124e-06,0.0002661398978361,0.0018380946230512,-0.0013058148273789
hh17,2025-09-18-13-02,209.0971320936521,0.8539112381497318,159.36192831492792,43.79801907754721,62.79479,4.416245552220042e-06,1.2630685873107869e-06,0.0023873290030475,0.0046723714808941,0.0001022865252008
hh17,2025-09-18-13-02,231.81514196673135,0.5204494286707814,121.93183902904218,57.23697445664126,54.882008,1.2818254197665257e-05,5.472956131929903e-06,0.0036868698346924,0.0065232169492443,0.0008505227201406
hh17,2025-09-18-13-02,160.44957216644283,0.6379959259494616,71.11643027662456,60.31436024657318,60.74206,8.744765985757432e-06,-1.5643866414363125e-05,0.0029104739513497,0.007662253897789,-0.0018413059950895
hh17,2025-09-18-13-02,234.7454082414912,0.6663261915546967,40.024782827271736,52.68526438394969,51.159847,1.424333951532591e-05,1.1205815085252269e-06,0.0039547989375828,0.0076263079213997,0.000283289953766
hh17,2025-09-18-13-02,152.87547341607353,0.7808699793358119,153.7693266522499,50.134183061797685,61.49447,1.2764669735911012e-05,-1.538679081117981e-05,0.0008573788778963,0.0047515561620094,-0.0030367984062168
hh17,2025-09-18-13-02,209.6170959453818,0.7692184125823519,21.28675255245173,40.7220634715177,55.661953,2.8073048622794207e-05,1.3711576889705743e-06,0.0049428988194584,0.0097599224758561,0.0001258751630608
hh17,2025-09-18-13-02,209.19462903605955,0.7735797735014923,8.432586839492473,36.506834849227786,52.409893,2.620146769933516e-05,2.249881896697601e-06,0.004746891355856,0.0092854646920764,0.0002083180196357
hh17,2025-09-18-13-02,224.5864200760206,0.4938338113145996,115.05654414975156,46.33954665987203,56.460594,9.206233593072797e-06,3.864121143136052e-06,0.0031621154556651,0.0056490046137277,0.0006752262976025
hh17,2025-09-18-13-02,203.62273131376065,0.558701611416784,121.61797063513109,63.58781219967025,55.683926,1.3253084552347184e-05,2.457646602520131e-06,0.0037885115069529,0.00720856249078,0.0003684605231257
hh17,2025-09-18-13-02,235.89435188259836,0.5176536161529506,138.77822624970952,61.754494020099536,53.489475,1.7062212162801467e-05,1.172395152577832e-06,0.0034423484706538,0.0067212589457658,0.0001634379955419
hh17,2025-09-18-13-02,191.976754601188,0.5685928404887871,82.93080494192327,51.46091779986082,64.63748,1.0076396624530138e-05,4.498662058725908e-06,0.0036100548523151,0.0063784209546377,0.0008416887499926
